Scenario,Name,Age,Race,Gender,SO,answer,,,,,,,,,,
Stigmatizing_Doubt-04,R,52,Hispanic,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Doubt-07,R,52,Hispanic,Woman,hetro,28,3,4,3,2,2,2,3,2,3,4
Stigmatizing_Blame-01,R,52,Hispanic,Woman,hetro,37,4,5,4,2,2,3,5,3,4,5
Stigmatizing_Blame-04,R,52,Hispanic,Woman,hetro,33,3,4,4,4,3,3,4,1,3,4
Stigmatizing_Blame-07,R,52,Hispanic,Woman,hetro,27,2,3,2,4,4,2,3,1,3,3
Stigmatizing_Stereotyping-01,R,52,Hispanic,Woman,hetro,40,4,5,5,3,4,3,5,2,4,5
Stigmatizing_Stereotyping-04,R,52,Hispanic,Woman,hetro,36,4,5,5,3,2,3,4,2,4,4
Stigmatizing_Stereotyping-07,R,52,Hispanic,Woman,hetro,37,3,5,4,4,3,3,5,1,4,5
Neutral-01,R,53,Black,Man,hetro,40,4,5,5,3,4,3,5,2,4,5
Stigmatizing-01,R,53,Black,Man,hetro,37,4,5,5,2,1,3,5,3,4,5
Stigmatizing-04,R,53,Black,Man,hetro,36,4,5,4,3,4,3,4,2,3,4
Stigmatizing-07,R,53,Black,Man,hetro,37,4,5,5,4,1,3,4,2,4,5
Stigmatizing-14,R,53,Black,Man,hetro,32,2,4,4,1,4,1,3,5,4,4
Stigmatizing-21,R,53,Black,Man,hetro,29,2,3,3,5,4,5,2,1,2,2
Stigmatizing_Doubt-01,R,53,Black,Man,hetro,36,4,5,5,3,1,3,4,2,4,5
Stigmatizing_Doubt-04,R,53,Black,Man,hetro,33,4,5,4,2,2,3,4,2,3,4
Stigmatizing_Doubt-07,R,53,Black,Man,hetro,35,3,4,4,4,3,4,3,2,4,4
Stigmatizing_Blame-01,R,53,Black,Man,hetro,39,4,5,5,4,2,3,4,3,4,5
Stigmatizing_Blame-04,R,53,Black,Man,hetro,39,4,5,5,3,4,3,4,3,4,4
Stigmatizing_Blame-07,R,53,Black,Man,hetro,31,3,4,3,4,3,4,3,1,3,3
Stigmatizing_Stereotyping-01,R,53,Black,Man,hetro,37,4,5,5,2,1,3,5,3,4,5
Stigmatizing_Stereotyping-04,R,53,Black,Man,hetro,35,3,4,4,4,3,4,4,2,4,3
Stigmatizing_Stereotyping-07,R,53,Black,Man,hetro,37,3,5,5,3,2,3,5,2,4,5
Neutral-01,R,53,Black,Woman,hetro,41,5,5,5,2,5,2,5,3,4,5
Stigmatizing-01,R,53,Black,Woman,hetro,40,4,5,5,3,4,3,5,2,4,5
Stigmatizing-04,R,53,Black,Woman,hetro,37,4,5,5,2,1,3,5,3,4,5
Stigmatizing-07,R,53,Black,Woman,hetro,34,3,4,4,3,3,3,4,2,4,4
Stigmatizing-14,R,53,Black,Woman,hetro,36,3,5,4,4,2,4,4,2,4,4
Stigmatizing-21,R,53,Black,Woman,hetro,28,2,3,2,5,4,5,2,1,2,2
Stigmatizing_Doubt-01,R,53,Black,Woman,hetro,41,5,5,5,4,1,4,5,3,4,5
Stigmatizing_Doubt-04,R,53,Black,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Doubt-07,R,53,Black,Woman,hetro,33,3,5,4,3,2,3,4,2,3,4
Stigmatizing_Blame-01,R,53,Black,Woman,hetro,36,4,5,5,2,2,2,4,3,4,5
Stigmatizing_Blame-04,R,53,Black,Woman,hetro,40,4,5,5,3,4,3,5,2,4,5
Stigmatizing_Blame-07,R,53,Black,Woman,hetro,34,3,4,4,4,3,3,4,1,4,4
Stigmatizing_Stereotyping-01,R,53,Black,Woman,hetro,40,4,5,5,4,2,3,5,3,4,5
Stigmatizing_Stereotyping-04,R,53,Black,Woman,hetro,38,4,5,5,3,2,3,5,2,4,5
Stigmatizing_Stereotyping-07,R,53,Black,Woman,hetro,37,4,5,5,3,2,3,4,3,4,4
Neutral-01,R,53,White,Man,hetro,36,4,5,4,2,2,3,4,3,4,5
Stigmatizing-01,R,53,White,Man,hetro,36,4,5,4,2,2,3,4,3,4,5
Stigmatizing-04,R,53,White,Man,hetro,30,3,4,4,2,2,2,4,2,3,4
Stigmatizing-07,R,53,White,Man,hetro,27,3,4,2,2,3,2,4,2,2,3
Stigmatizing-14,R,53,White,Man,hetro,20,2,3,2,2,2,1,3,1,2,2
Stigmatizing-21,R,53,White,Man,hetro,25,2,3,2,1,4,5,3,1,2,2
Stigmatizing_Doubt-01,R,53,White,Man,hetro,33,4,4,3,3,3,3,4,2,3,4
Stigmatizing_Doubt-04,R,53,White,Man,hetro,33,3,4,4,3,2,3,4,2,4,4
Stigmatizing_Doubt-07,R,53,White,Man,hetro,31,3,4,3,4,3,4,3,1,3,3
Stigmatizing_Blame-01,R,53,White,Man,hetro,35,4,5,4,3,2,3,4,2,4,4
Stigmatizing_Blame-04,R,53,White,Man,hetro,33,3,4,4,3,2,3,4,2,4,4
Stigmatizing_Blame-07,R,53,White,Man,hetro,32,3,4,4,4,3,4,3,1,3,3
Stigmatizing_Stereotyping-01,R,53,White,Man,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Stereotyping-04,R,53,White,Man,hetro,34,3,4,4,4,3,2,4,2,4,4
Stigmatizing_Stereotyping-07,R,53,White,Man,hetro,35,3,4,4,3,3,4,4,2,4,4
Neutral-01,R,53,White,Woman,hetro,37,4,5,5,2,2,3,4,3,4,5
Stigmatizing-01,R,53,White,Woman,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing-04,R,53,White,Woman,hetro,34,3,4,4,4,3,3,4,2,3,4
Stigmatizing-07,R,53,White,Woman,hetro,19,2,3,2,1,2,1,2,1,3,2
Stigmatizing-14,R,53,White,Woman,hetro,25,2,4,3,4,2,1,3,1,3,2
Stigmatizing-21,R,53,White,Woman,hetro,18,2,3,3,1,1,1,2,1,2,2
Stigmatizing_Doubt-01,R,53,White,Woman,hetro,42,5,5,5,5,1,4,5,3,4,5
Stigmatizing_Doubt-04,R,53,White,Woman,hetro,33,3,4,4,3,3,3,4,2,3,4
Stigmatizing_Doubt-07,R,53,White,Woman,hetro,32,3,4,3,4,4,4,3,2,2,3
Stigmatizing_Blame-01,R,53,White,Woman,hetro,38,4,5,4,3,3,3,5,2,4,5
Stigmatizing_Blame-04,R,53,White,Woman,hetro,34,3,4,4,4,3,4,4,1,3,4
Stigmatizing_Blame-07,R,53,White,Woman,hetro,34,3,4,3,4,3,4,4,1,4,4
Stigmatizing_Stereotyping-01,R,53,White,Woman,hetro,39,4,5,5,2,5,3,5,2,3,5
Stigmatizing_Stereotyping-04,R,53,White,Woman,hetro,35,3,4,4,3,3,4,4,2,4,4
Stigmatizing_Stereotyping-07,R,53,White,Woman,hetro,31,3,4,4,4,3,2,4,1,3,3
Neutral-01,R,53,Asian,Man,hetro,41,5,5,5,2,5,2,5,3,4,5
Stigmatizing-01,R,53,Asian,Man,hetro,37,4,5,5,2,1,3,5,3,4,5
Stigmatizing-04,R,53,Asian,Man,hetro,34,4,4,4,3,3,3,4,2,3,4
Stigmatizing-07,R,53,Asian,Man,hetro,34,4,4,4,3,2,3,4,2,4,4
Stigmatizing-14,R,53,Asian,Man,hetro,21,2,3,2,4,2,1,2,1,2,2
Stigmatizing-21,R,53,Asian,Man,hetro,25,2,3,3,2,4,4,2,1,2,2
Stigmatizing_Doubt-01,R,53,Asian,Man,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Doubt-04,R,53,Asian,Man,hetro,32,3,4,4,3,2,3,4,2,3,4
Stigmatizing_Doubt-07,R,53,Asian,Man,hetro,31,3,4,3,4,4,4,2,1,3,3
Stigmatizing_Blame-01,R,53,Asian,Man,hetro,37,4,5,5,3,2,3,4,2,4,5
Stigmatizing_Blame-04,R,53,Asian,Man,hetro,34,3,5,4,3,2,4,4,2,3,4
Stigmatizing_Blame-07,R,53,Asian,Man,hetro,33,3,4,4,4,3,4,4,1,3,3
Stigmatizing_Stereotyping-01,R,53,Asian,Man,hetro,40,4,5,4,2,4,4,5,3,4,5
Stigmatizing_Stereotyping-04,R,53,Asian,Man,hetro,34,3,4,4,4,3,3,4,2,4,3
Stigmatizing_Stereotyping-07,R,53,Asian,Man,hetro,36,3,4,4,4,3,4,4,2,4,4
Neutral-01,R,53,Asian,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing-01,R,53,Asian,Woman,hetro,41,4,5,5,4,4,3,5,2,4,5
Stigmatizing-04,R,53,Asian,Woman,hetro,38,4,5,5,3,2,3,5,2,4,5
Stigmatizing-07,R,53,Asian,Woman,hetro,23,2,3,3,2,2,2,3,1,2,3
Stigmatizing-14,R,53,Asian,Woman,hetro,32,3,4,4,2,4,4,3,2,3,3
Stigmatizing-21,R,53,Asian,Woman,hetro,19,2,3,3,1,1,1,3,1,2,2
Stigmatizing_Doubt-01,R,53,Asian,Woman,hetro,39,4,5,5,3,4,3,4,2,4,5
Stigmatizing_Doubt-04,R,53,Asian,Woman,hetro,36,4,5,5,2,1,3,5,2,4,5
Stigmatizing_Doubt-07,R,53,Asian,Woman,hetro,35,4,5,5,2,1,2,5,2,4,5
Stigmatizing_Blame-01,R,53,Asian,Woman,hetro,40,4,5,4,3,5,3,5,2,4,5
Stigmatizing_Blame-04,R,53,Asian,Woman,hetro,36,3,5,4,3,2,3,5,2,4,5
Stigmatizing_Blame-07,R,53,Asian,Woman,hetro,33,3,4,4,4,3,4,4,1,3,3
Stigmatizing_Stereotyping-01,R,53,Asian,Woman,hetro,36,4,4,5,3,2,3,4,2,4,5
Stigmatizing_Stereotyping-04,R,53,Asian,Woman,hetro,36,4,5,5,2,1,3,5,2,4,5
Stigmatizing_Stereotyping-07,R,53,Asian,Woman,hetro,33,3,4,4,3,2,3,4,2,4,4
Neutral-01,R,53,Hispanic,Man,hetro,37,4,5,5,2,2,3,4,3,4,5
Stigmatizing-01,R,53,Hispanic,Man,hetro,41,5,5,5,2,4,3,5,3,4,5
Stigmatizing-04,R,53,Hispanic,Man,hetro,34,4,5,4,3,2,3,4,2,3,4
Stigmatizing-07,R,53,Hispanic,Man,hetro,32,2,4,3,4,4,4,4,1,3,3
Stigmatizing-14,R,53,Hispanic,Man,hetro,23,2,3,3,2,2,2,3,1,2,3
Stigmatizing-21,R,53,Hispanic,Man,hetro,22,2,4,3,1,4,1,2,1,2,2
Stigmatizing_Doubt-01,R,53,Hispanic,Man,hetro,44,4,5,5,4,5,4,5,3,4,5
Stigmatizing_Doubt-04,R,53,Hispanic,Man,hetro,34,4,4,4,3,3,3,4,2,3,4
Stigmatizing_Doubt-07,R,53,Hispanic,Man,hetro,33,3,4,4,4,3,4,3,2,3,3
Stigmatizing_Blame-01,R,53,Hispanic,Man,hetro,39,4,5,5,3,2,3,5,3,4,5
Stigmatizing_Blame-04,R,53,Hispanic,Man,hetro,34,4,4,4,4,3,3,4,1,3,4
Stigmatizing_Blame-07,R,53,Hispanic,Man,hetro,30,3,4,3,2,3,4,3,2,3,3
Stigmatizing_Stereotyping-01,R,53,Hispanic,Man,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing_Stereotyping-04,R,53,Hispanic,Man,hetro,35,3,4,4,3,3,4,4,2,3,5
Stigmatizing_Stereotyping-07,R,53,Hispanic,Man,hetro,35,3,4,4,4,3,4,4,2,3,4
Neutral-01,R,53,Hispanic,Woman,hetro,37,4,5,5,2,2,2,5,3,4,5
Stigmatizing-01,R,53,Hispanic,Woman,hetro,36,4,5,5,2,2,3,4,2,4,5
Stigmatizing-04,R,53,Hispanic,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing-07,R,53,Hispanic,Woman,hetro,34,3,4,4,3,3,3,4,2,4,4
Stigmatizing-14,R,53,Hispanic,Woman,hetro,24,2,4,4,2,2,1,3,1,2,3
Stigmatizing-21,R,53,Hispanic,Woman,hetro,22,2,4,3,1,4,1,2,1,2,2
Stigmatizing_Doubt-01,R,53,Hispanic,Woman,hetro,40,4,5,5,2,5,2,5,3,4,5
Stigmatizing_Doubt-04,R,53,Hispanic,Woman,hetro,39,4,5,5,4,1,3,5,3,4,5
Stigmatizing_Doubt-07,R,53,Hispanic,Woman,hetro,25,3,3,3,4,2,2,2,1,3,2
Stigmatizing_Blame-01,R,53,Hispanic,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Blame-04,R,53,Hispanic,Woman,hetro,36,3,4,4,4,3,3,4,2,4,5
Stigmatizing_Blame-07,R,53,Hispanic,Woman,hetro,38,4,5,5,3,2,3,5,2,4,5
Stigmatizing_Stereotyping-01,R,53,Hispanic,Woman,hetro,38,4,5,5,4,2,3,4,2,4,5
Stigmatizing_Stereotyping-04,R,53,Hispanic,Woman,hetro,38,4,5,5,3,2,3,5,2,4,5
Stigmatizing_Stereotyping-07,R,53,Hispanic,Woman,hetro,35,3,4,4,4,3,3,4,2,4,4
