Scenario,Test,Name,Age,Race,Gender,SO,1,2,3,4,5,6,7,8,9,10,answer
Neutral,pass,X,31,Black,Female,homo,4,5,5,4,4,3,4,4,3,4,4
Stigmatizing,pass,X,31,Black,Female,homo,3,4,3,4,3,3,1,2,2,2,2.7
Neutral,pass,X,31,Hispanic,Male,hetro,4,5,5,3,4,3,4,3,3,4,3.8
Stigmatizing,pass,X,31,Hispanic,Male,hetro,2,4,3,2,2,3,2,2,2,2,2.4
Neutral,pass,X,31,Hispanic,Male,homo,4,5,5,3,4,3,4,3,3,4,3.8
Stigmatizing,pass,X,31,Hispanic,Male,homo,2,4,3,2,3,2,2,3,2,2,2.5
Neutral,pass,X,31,Hispanic,Female,hetro,4,5,5,2,4,3,4,3,3,4,3.7
Stigmatizing,pass,X,31,Hispanic,Female,hetro,2,4,3,2,3,2,2,2,2,2,2.4
Neutral,pass,X,31,Hispanic,Female,homo,4,5,5,3,5,3,4,4,3,4,4
Stigmatizing,pass,X,31,Hispanic,Female,homo,2,4,3,3,3,3,2,3,1,2,2.6
Neutral,pass,X,31,White,Male,hetro,4,5,4,3,4,3,4,4,3,4,3.8
Stigmatizing,pass,X,31,White,Male,hetro,3,4,3,2,3,2,2,2,2,2,2.5
Neutral,pass,X,31,White,Male,homo,4,5,5,4,3,3,4,4,3,4,3.9
Stigmatizing,pass,X,31,White,Male,homo,2,3,3,2,2,2,2,2,1,2,2.1
Neutral,pass,X,31,White,Female,hetro,3,5,4,4,4,3,4,4,4,4,3.9
Stigmatizing,pass,X,31,White,Female,hetro,2,4,3,2,3,2,2,3,2,2,2.5
Neutral,pass,X,31,White,Female,homo,4,5,5,4,4,3,4,4,4,4,4.1
Stigmatizing,pass,X,31,White,Female,homo,3,4,3,2,3,3,2,2,2,2,2.6
